#,Zn_mole (mmol),Additive_mole (%),LogMolarRatio,Additive_SMILES,IUPAC_NAME,CE_1 (%),CE_2 (%),CE_3 (%),CE_aver. (%)
66,0.10003,0.00103,1.98826,C(=O)[C@@H]([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O,"(R)-2-((2S,3R,4S)-3,4-dihydroxy-5-oxotetrahydrofuran-2-yl)-2-hydroxyacetaldehyde",98.47126,98.88136,98.57014,98.64092
67,0.10003,0.00101,1.99683,C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O,"(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-one",96.60853,96.64413,96.59496,96.61587
68,0.10003,0.001,1.99903,C(C(C(=O)O)N)O,serine,98.46777,98.57442,98.32407,98.45542
69,0.10008,0.00201,1.69733,N[C@H](CCCNC(N)=N)C(O)=O,D-arginine,94.63292,95.32983,94.40792,94.79022
70,0.10008,0.00205,1.68863,C1CC(NC1)C(=O)O,proline,98.01447,98.77985,99.60818,98.80083
71,0.10008,0.002,1.69982,C(C[C@@H](C(=O)O)N)CN=C(N)N,(S)-2-amino-5-((diaminomethylene)amino)pentanoic acid,96.57164,95.73861,94.29743,95.53589
72,0.10008,0.00202,1.6951,C1=C(NC=N1)CC(C(=O)O)N,histidine,98.85818,99.01453,99.0383,98.97034
73,0.10008,0.00199,1.70139,CSCCC(C(=O)O)N,methionine,98.51723,98.66176,98.66899,98.61599
74,0.10008,0.00206,1.68745,C(=O)[C@@H]([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O,"(R)-2-((2S,3R,4S)-3,4-dihydroxy-5-oxotetrahydrofuran-2-yl)-2-hydroxyacetaldehyde",98.43728,98.4346,98.49948,98.45712
75,0.10008,0.00202,1.69602,C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O,"(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-one",94.35989,94.77875,94.52276,94.5538
76,0.10008,0.00201,1.69822,C(C(C(=O)O)N)O,serine,98.55351,98.32567,98.66565,98.51494
77,0.1,0.00402,1.39597,N[C@H](CCCNC(N)=N)C(O)=O,D-arginine,94.66568,95.8314,95.233,95.24336
78,0.1,0.004,1.39846,C(C[C@@H](C(=O)O)N)CN=C(N)N,(S)-2-amino-5-((diaminomethylene)amino)pentanoic acid,97.08544,97.35115,97.20164,97.21274
79,0.1,0.00404,1.39373,C1=C(NC=N1)CC(C(=O)O)N,histidine,98.55824,98.84383,98.78649,98.72952
80,0.1,0.00398,1.40003,CSCCC(C(=O)O)N,methionine,98.62727,98.69778,98.64738,98.65748
81,0.1,0.00411,1.38609,C(=O)[C@@H]([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O,"(R)-2-((2S,3R,4S)-3,4-dihydroxy-5-oxotetrahydrofuran-2-yl)-2-hydroxyacetaldehyde",98.27065,98.49439,98.74145,98.50216
82,0.1,0.00403,1.39465,C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O,"(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-one",92.50915,92.25161,92.36536,92.37537
83,0.1,0.00401,1.39686,C(C(C(=O)O)N)O,serine,98.49472,98.56392,98.65802,98.57222
84,0.10004,0.00502,1.29921,N[C@H](CCCNC(N)=N)C(O)=O,D-arginine,96.22461,97.08896,96.38908,96.56755
85,0.10004,0.00499,1.3017,C(C[C@@H](C(=O)O)N)CN=C(N)N,(S)-2-amino-5-((diaminomethylene)amino)pentanoic acid,96.86846,97.17982,96.60806,96.88545
86,0.10004,0.00505,1.29697,C1=C(NC=N1)CC(C(=O)O)N,histidine,98.62689,98.73558,98.72778,98.69675
87,0.10004,0.00498,1.30327,CSCCC(C(=O)O)N,methionine,98.71771,98.61987,98.67479,98.67079
88,0.10004,0.00504,1.2979,C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O,"(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-one",92.80494,92.60679,92.9698,92.79384
89,0.10003,0.001,2.00217,O=C(N)C[C@H](N)C(=O)O,L-asparagine,98.61401,98.67566,98.79406,98.69458
90,0.10003,0.00102,1.99201,CC1(C)CC(O)CC(C)(C)N1[O],"2,2,6,6-tetramethyl-1-(l1-oxidaneyl)piperidin-4-ol",85.24369,86.78866,86.03191,86.02142
91,0.10003,0.00103,1.98629,NCCOCCOCCN,"2,2'-(ethane-1,2-diylbis(oxy))bis(ethan-1-amine)",98.8588,98.68946,97.19274,98.247
92,0.10003,0.00105,1.98052,CN(C)C(=N)N(C)C,"1,1,3,3-tetramethylguanidine",98.63332,98.54265,98.55798,98.57798
93,0.10003,0.001,2.00205,O=C(O)CC(O)C(=O)O,2-hydroxysuccinic acid,95.07439,94.66285,95.1317,94.95631
94,0.10003,0.00105,1.98031,CC(O)C(=O)O,2-hydroxypropanoic acid,96.39486,96.39194,96.9901,96.5923
95,0.10008,0.00199,1.70136,O=C(N)C[C@H](N)C(=O)O,L-asparagine,98.56421,98.62491,98.71181,98.63364
96,0.10008,0.00204,1.6912,CC1(C)CC(O)CC(C)(C)N1[O],"2,2,6,6-tetramethyl-1-(l1-oxidaneyl)piperidin-4-ol",80.53106,79.76592,76.05391,78.78363
97,0.10008,0.00206,1.68548,NCCOCCOCCN,"2,2'-(ethane-1,2-diylbis(oxy))bis(ethan-1-amine)",98.31395,98.50525,98.35374,98.39098
98,0.10008,0.00209,1.67971,CN(C)C(=N)N(C)C,"1,1,3,3-tetramethylguanidine",98.84996,98.33257,98.56276,98.58176
99,0.1,0.00398,1.4,O=C(N)C[C@H](N)C(=O)O,L-asparagine,98.41074,98.3165,98.34877,98.35867
100,0.1,0.0041,1.38708,CC(C)(C)O,2-methylpropan-2-ol,98.95342,99.08459,98.67225,98.90342
101,0.1,0.00408,1.38983,CC1(C)CC(O)CC(C)(C)N1[O],"2,2,6,6-tetramethyl-1-(l1-oxidaneyl)piperidin-4-ol",68.72899,69.73462,68.33235,68.93199
102,0.1,0.00411,1.38599,CCCCO,butan-1-ol,97.82732,97.40069,98.28214,97.83672
103,0.1,0.00413,1.38411,NCCOCCOCCN,"2,2'-(ethane-1,2-diylbis(oxy))bis(ethan-1-amine)",97.55033,97.48819,98.63158,97.89003
104,0.1,0.00418,1.37835,CN(C)C(=N)N(C)C,"1,1,3,3-tetramethylguanidine",97.52928,97.33157,98.02882,97.62989
105,0.1,0.00398,1.39987,O=C(O)CC(O)C(=O)O,2-hydroxysuccinic acid,89.16562,89.78322,89.49392,89.48092
106,0.1,0.00419,1.37813,CC(O)C(=O)O,2-hydroxypropanoic acid,93.1078,93.76706,93.9726,93.61582
107,0.10004,0.00498,1.30324,O=C(N)C[C@H](N)C(=O)O,L-asparagine,98.65814,98.39738,98.61594,98.55715
108,0.10004,0.00509,1.29308,CC1(C)CC(O)CC(C)(C)N1[O],"2,2,6,6-tetramethyl-1-(l1-oxidaneyl)piperidin-4-ol",68.79441,67.23247,65.65486,67.22725
109,0.10004,0.00516,1.28736,NCCOCCOCCN,"2,2'-(ethane-1,2-diylbis(oxy))bis(ethan-1-amine)",97.15793,96.0674,96.79625,96.67386
110,0.10004,0.00523,1.28159,CN(C)C(=N)N(C)C,"1,1,3,3-tetramethylguanidine",96.82623,96.70083,97.34312,96.95673
111,0.10004,0.00498,1.30311,O=C(O)CC(O)C(=O)O,2-hydroxysuccinic acid,89.85754,89.6713,89.74077,89.75654
112,0.10004,0.00523,1.28137,CC(O)C(=O)O,2-hydroxypropanoic acid,92.48091,92.16038,93.01653,92.55261
113,0.10006,0.001,2.00075,C(CS(=O)(=O)[O-])S.[Na+],sodium 2-mercaptoethane-1-sulfonate,97.11412,97.10822,97.17973,97.13402
114,0.10006,0.00085,2.07082,C1=CC=NC(=C1)N,pyridin-2-amine,98.02735,98.18549,98.17193,98.12826
115,0.10006,0.001,1.9988,CC(C(C(=O)O)N)O,2-amino-3-hydroxybutanoic acid,97.61249,97.36113,97.83954,97.60439
116,0.10006,0.00103,1.9875,C(C(=O)O)N,glycine,97.51283,97.48399,98.06226,97.68636
117,0.10003,0.002,1.69957,C(CS(=O)(=O)[O-])S.[Na+],sodium 2-mercaptoethane-1-sulfonate,97.99112,97.91033,97.99873,97.96672
118,0.10003,0.00206,1.68658,CC1=NC=CN1,2-methyl-1H-imidazole,95.99443,96.99294,98.61344,97.20027
119,0.10003,0.00201,1.69762,CC(C(C(=O)O)N)O,2-amino-3-hydroxybutanoic acid,97.74503,97.88628,97.82789,97.81973
120,0.10003,0.00206,1.68632,C(C(=O)O)N,glycine,97.89403,97.86736,98.0737,97.94503
121,0.10003,0.002,1.69953,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],"sodium 3,3'-([1,1'-biphenyl]-4,4'-diylbis(diazene-2,1-diyl))bis(4-aminonaphthalene-1-sulfonate)",93.01,93.47894,92.50067,92.99654
122,0.10012,0.004,1.39892,C(CS(=O)(=O)[O-])S.[Na+],sodium 2-mercaptoethane-1-sulfonate,97.41264,97.57116,97.58441,97.52274
123,0.10012,0.00412,1.38593,CC1=NC=CN1,2-methyl-1H-imidazole,97.71385,97.87487,97.81839,97.80237
124,0.10012,0.00401,1.39698,CC(C(C(=O)O)N)O,2-amino-3-hydroxybutanoic acid,97.12034,96.56632,96.69903,96.79523
125,0.1,0.00499,1.30152,C(CS(=O)(=O)[O-])S.[Na+],sodium 2-mercaptoethane-1-sulfonate,97.02725,96.85716,97.2441,97.04283
126,0.1,0.00516,1.28712,C[C@H]([C@@H](C(=O)O)N)O,L-threonine,96.67548,96.51665,96.87691,96.68968
127,0.1,0.00515,1.28853,CC1=NC=CN1,2-methyl-1H-imidazole,96.80745,96.31522,97.31713,96.81327
128,0.1,0.00425,1.37159,C1=CC=NC(=C1)N,pyridin-2-amine,97.75172,97.67876,97.87808,97.76952
129,0.1,0.00502,1.29957,CC(C(C(=O)O)N)O,2-amino-3-hydroxybutanoic acid,97.08877,97.57458,97.47653,97.37996
130,0.1,0.005,1.30075,OC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@@H]3CO)O[C@H]4[C@H](O)[C@@H](O)[C@H](O[C@@H]4CO)O[C@H]5[C@H](O)[C@@H](O)[C@H](O[C@@H]5CO)O[C@H]6[C@H](O)[C@@H](O)[C@H](O[C@@H]6CO)O[C@H]7[C@H](O)[C@@H](O)[C@H](O[C@@H]7CO)O[C@H]1[C@H](O)[C@H]2O,"(1S,3R,5R,6S,8R,10R,11S,13R,15R,16S,18R,20R,21S,23R,25R,26S,28R,30R,31R,32R,33R,34R,35R,36R,37R,38R,39R,40R,41R,42R)-5,10,15,20,25,30-hexakis(hydroxymethyl)-2,4,7,9,12,14,17,19,22,24,27,29-dodecaoxaheptacyclo[26.2.2.23,6.28,11.213,16.218,21.223,26]dotetracontane-31,32,33,34,35,36,37,38,39,40,41,42-dodecol",97.25344,97.3518,97.45316,97.3528
131,0.1,0.00515,1.28827,C(C(=O)O)N,glycine,97.33389,97.12294,97.21502,97.22395
132,0.10001,0.00101,1.99748,COC(=O)[C@H](CO)N,methyl L-serinate,88.31642,87.98096,88.68728,88.32822
133,0.10001,0.00102,1.99032,C1=CC=C2C(=C1)C(=O)C3=CC(=C(C(=C3C2=O)O)O)S(=O)(=O)[O-].[Na+],"sodium 3,4-dihydroxy-9,10-dioxo-9,10-dihydroanthracene-2-sulfonate",96.69056,96.51437,97.17275,96.79256
134,0.10001,0.00099,2.00369,COC(=O)CN,methyl glycinate,98.0818,98.09322,98.10758,98.0942
135,0.10001,0.00098,2.00841,CC(C)NC(=O)C=C,N-isopropylacrylamide,98.31232,98.41804,98.2519,98.32742
136,0.10001,0.001,2.00123,C[N+]1=C2C=CC=CC2=NC3=CC=CC=C31.COS(=O)(=O)[O-],5-methylphenazin-5-ium methyl sulfate,88.4944,88.28733,86.90239,87.89471
137,0.10001,0.00201,1.69646,COC(=O)[C@@H](CO)N,methyl D-serinate,96.48008,96.32183,95.59494,96.13228
138,0.10001,0.00201,1.69646,COC(=O)[C@H](CO)N,methyl L-serinate,96.21065,97.08599,96.8627,96.71978
139,0.10001,0.00201,1.69705,C1=CC(=C(C=C1CCN)O)O,"4-(2-aminoethyl)benzene-1,2-diol",96.11682,96.99917,96.93488,96.68362
140,0.10001,0.00205,1.6893,C1=CC=C2C(=C1)C(=O)C3=CC(=C(C(=C3C2=O)O)O)S(=O)(=O)[O-].[Na+],"sodium 3,4-dihydroxy-9,10-dioxo-9,10-dihydroanthracene-2-sulfonate",96.74859,96.63355,96.90264,96.76159
141,0.10001,0.00198,1.70267,COC(=O)CN,methyl glycinate,98.4654,98.2355,98.3926,98.3645
142,0.10001,0.00201,1.69758,C1=CC(=CC=C1O)O,hydroquinone,98.53923,98.41524,98.72021,98.55823
143,0.10001,0.00196,1.70739,CC(C)NC(=O)C=C,N-isopropylacrylamide,98.35427,98.49358,98.24791,98.36525
144,0.10001,0.00402,1.39544,COC(=O)[C@@H](CO)N,methyl D-serinate,93.36273,93.57975,94.39865,93.78038
145,0.10001,0.00402,1.39544,COC(=O)[C@H](CO)N,methyl L-serinate,96.50088,96.14532,95.82276,96.15632
146,0.10001,0.00402,1.39603,C1=CC(=C(C=C1CCN)O)O,"4-(2-aminoethyl)benzene-1,2-diol",96.40035,95.75711,96.59918,96.25221
147,0.10001,0.00409,1.38828,C1=CC=C2C(=C1)C(=O)C3=CC(=C(C(=C3C2=O)O)O)S(=O)(=O)[O-].[Na+],"sodium 3,4-dihydroxy-9,10-dioxo-9,10-dihydroanthracene-2-sulfonate",94.45568,95.01926,94.49129,94.65541
148,0.10001,0.00397,1.40164,COC(=O)CN,methyl glycinate,97.81539,98.0877,98.16799,98.02369
149,0.10001,0.00401,1.39655,C1=CC(=CC=C1O)O,hydroquinone,97.74983,98.43468,98.61182,98.26544
150,0.10001,0.00392,1.40637,CC(C)NC(=O)C=C,N-isopropylacrylamide,98.2987,98.21293,98.71782,98.40982
151,0.10006,0.00503,1.29872,COC(=O)[C@H](CO)N,methyl L-serinate,88.18836,88.20134,88.16991,88.18654
152,0.10006,0.00511,1.29156,C1=CC=C2C(=C1)C(=O)C3=CC(=C(C(=C3C2=O)O)O)S(=O)(=O)[O-].[Na+],"sodium 3,4-dihydroxy-9,10-dioxo-9,10-dihydroanthracene-2-sulfonate",93.91258,94.16997,92.68473,93.58909
153,0.10006,0.00496,1.30493,COC(=O)CN,methyl glycinate,97.62477,97.58526,97.86952,97.69318
154,0.10006,0.00502,1.29984,C1=CC(=CC=C1O)O,hydroquinone,98.17601,98.16638,98.15423,98.16554
155,0.10006,0.0049,1.30965,CC(C)NC(=O)C=C,N-isopropylacrylamide,98.39663,98.33346,98.26382,98.3313
156,0.09999,0.001,2.00114,[Na+].[Na+].[O-][S]([S-])(=O)=O,sodium sulfurothioate,91.07862,88.96478,87.92084,89.32141
158,0.09999,0.00101,1.99486,[Na+].[Na+].[Na+].[Na+].[O-][P]([O-])(=O)O[P]([O-])([O-])=O,sodium diphosphate,98.38638,98.43403,98.31112,98.37718
159,0.09999,0.00101,1.99495,[Na+].[K+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,"potassium sodium (2R,3R)-2,3-dihydroxysuccinate",98.21516,98.05239,98.35177,98.20644
160,0.09999,0.00099,2.00239,C1=CC2=C(C=C1S(=O)(=O)[O-])C(=O)C3=C(C2=O)C=CC(=C3)S(=O)(=O)[O-].[Na+].[Na+],"sodium 9,10-dioxo-9,10-dihydroanthracene-2,7-disulfonate",92.44733,92.51186,92.52585,92.49501
161,0.09999,0.00104,1.9833,FC(F)(F)S(=O)(=O)N([Na])S(=O)(=O)C(F)(F)F,sodium bis((trifluoromethyl)sulfonyl)amide,98.36435,98.3087,98.47099,98.38135
162,0.09999,0.00104,1.98377,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,lithium bis((trifluoromethyl)sulfonyl)amide,98.16339,98.19136,98.16841,98.17439
163,0.10001,0.00199,1.7002,[Na+].[Na+].[O-][S]([S-])(=O)=O,sodium sulfurothioate,84.45463,85.51554,82.29265,84.08761
165,0.10001,0.00202,1.69391,[Na+].[Na+].[Na+].[Na+].[O-][P]([O-])(=O)O[P]([O-])([O-])=O,sodium diphosphate,98.2385,98.35481,98.23918,98.2775
166,0.10001,0.00202,1.694,[Na+].[K+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,"potassium sodium (2R,3R)-2,3-dihydroxysuccinate",98.3067,98.45291,98.56223,98.44062
167,0.10001,0.00199,1.70144,C1=CC2=C(C=C1S(=O)(=O)[O-])C(=O)C3=C(C2=O)C=CC(=C3)S(=O)(=O)[O-].[Na+].[Na+],"sodium 9,10-dioxo-9,10-dihydroanthracene-2,7-disulfonate",91.00795,91.28389,90.82742,91.03975
168,0.10001,0.00208,1.68235,FC(F)(F)S(=O)(=O)N([Na])S(=O)(=O)C(F)(F)F,sodium bis((trifluoromethyl)sulfonyl)amide,98.5954,98.34289,98.58122,98.5065
169,0.10001,0.00208,1.68282,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,lithium bis((trifluoromethyl)sulfonyl)amide,98.32047,98.45354,98.37336,98.38246
170,0.10003,0.00399,1.39924,[Na+].[Na+].[O-][S]([S-])(=O)=O,sodium sulfurothioate,83.82545,84.1022,84.40926,84.1123
172,0.10003,0.00405,1.39295,[Na+].[Na+].[Na+].[Na+].[O-][P]([O-])(=O)O[P]([O-])([O-])=O,sodium diphosphate,97.35154,97.71264,96.06072,97.04163
173,0.10003,0.00405,1.39304,[Na+].[K+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,"potassium sodium (2R,3R)-2,3-dihydroxysuccinate",98.54152,98.59472,98.49257,98.54294
174,0.10003,0.00395,1.4032,[Na+].[O-][Cl](=O)(=O)=O,sodium perchlorate,98.42335,98.52721,98.53904,98.49653
175,0.10003,0.00398,1.40049,C1=CC2=C(C=C1S(=O)(=O)[O-])C(=O)C3=C(C2=O)C=CC(=C3)S(=O)(=O)[O-].[Na+].[Na+],"sodium 9,10-dioxo-9,10-dihydroanthracene-2,7-disulfonate",85.48742,85.74633,85.2837,85.50582
176,0.10003,0.00415,1.38186,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,lithium bis((trifluoromethyl)sulfonyl)amide,98.29273,98.27904,98.34542,98.30573
177,0.10003,0.00499,1.30234,[Na+].[Na+].[O-][S]([S-])(=O)=O,sodium sulfurothioate,80.23738,81.80401,80.9892,81.0102
178,0.10003,0.00506,1.29606,[Na+].[Na+].[Na+].[Na+].[O-][P]([O-])(=O)O[P]([O-])([O-])=O,sodium diphosphate,95.67191,96.00019,95.81355,95.82855
179,0.10003,0.00506,1.29615,[Na+].[K+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,"potassium sodium (2R,3R)-2,3-dihydroxysuccinate",98.36121,98.61124,98.47262,98.48169
180,0.10003,0.00494,1.3063,[Na+].[O-][Cl](=O)(=O)=O,sodium perchlorate,98.33934,98.61968,98.46002,98.47302
181,0.10003,0.00497,1.30359,C1=CC2=C(C=C1S(=O)(=O)[O-])C(=O)C3=C(C2=O)C=CC(=C3)S(=O)(=O)[O-].[Na+].[Na+],"sodium 9,10-dioxo-9,10-dihydroanthracene-2,7-disulfonate",79.95448,82.30277,79.37335,80.54354
182,0.10003,0.0052,1.2845,FC(F)(F)S(=O)(=O)N([Na])S(=O)(=O)C(F)(F)F,sodium bis((trifluoromethyl)sulfonyl)amide,98.47759,98.55295,98.49636,98.50897
183,0.10003,0.00519,1.28496,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,lithium bis((trifluoromethyl)sulfonyl)amide,98.26698,98.48885,98.36891,98.37491
184,0.10001,0.00102,1.99334,COC(=O)[C@@H](CO)N,methyl D-serinate,98.3439,98.19788,98.20189,98.24789
185,0.10001,0.001,2.00166,COC(=O)[C@H](CO)N,methyl L-serinate,98.66407,98.74494,98.70016,98.70306
186,0.10001,0.00103,1.98758,C([C@H](C(=O)O)N)C(=O)N,D-asparagine,98.75635,98.77526,98.82773,98.78645
187,0.10001,0.00103,1.98831,N1C=CC=C1,1H-pyrrole,98.72953,98.65262,98.76894,98.71703
188,0.10009,0.00203,1.69268,COC(=O)[C@@H](CO)N,methyl D-serinate,98.39544,98.72217,98.81643,98.64468
189,0.10009,0.00199,1.701,COC(=O)[C@H](CO)N,methyl L-serinate,98.26972,98.51798,98.65517,98.48096
190,0.10009,0.00203,1.69282,C(C(C(C(=O)[O-])O)C(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],"sodium 1-hydroxypropane-1,2,3-tricarboxylate",94.48081,92.72018,94.33313,93.84471
191,0.10009,0.00206,1.68692,C([C@H](C(=O)O)N)C(=O)N,D-asparagine,98.65483,98.69232,98.64797,98.66504
192,0.10009,0.00202,1.69463,OCCOCCOCCCl,2-(2-(2-chloroethoxy)ethoxy)ethan-1-ol,97.54094,97.88442,97.26902,97.56479
193,0.10004,0.00406,1.39142,COC(=O)[C@@H](CO)N,methyl D-serinate,98.4276,98.67335,98.73413,98.61169
194,0.10004,0.00399,1.39975,COC(=O)[C@H](CO)N,methyl L-serinate,98.30207,98.36445,98.38157,98.34936
195,0.10004,0.00412,1.38566,C([C@H](C(=O)O)N)C(=O)N,D-asparagine,98.51367,98.55192,98.71934,98.59498
196,0.10004,0.00411,1.38639,N1C=CC=C1,1H-pyrrole,98.21539,98.36621,98.32645,98.30268
197,0.10004,0.00412,1.38555,CN1CCN(C)C1=O,"1,3-dimethylimidazolidin-2-one",88.03945,87.06134,84.18481,86.42853
198,0.10002,0.00508,1.2944,COC(=O)[C@@H](CO)N,methyl D-serinate,98.14893,97.97777,98.29581,98.14084
199,0.10002,0.00498,1.30272,COC(=O)[C@H](CO)N,methyl L-serinate,98.35496,98.392,98.43673,98.39456
200,0.10002,0.00508,1.29454,C(C(C(C(=O)[O-])O)C(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],"sodium 1-hydroxypropane-1,2,3-tricarboxylate",86.76782,87.227,87.55717,87.184
201,0.10002,0.00515,1.28864,C([C@H](C(=O)O)N)C(=O)N,D-asparagine,98.6844,98.64881,98.60027,98.64449
202,0.10002,0.00514,1.28937,N1C=CC=C1,1H-pyrrole,98.5356,98.64053,98.62314,98.59976
203,0.10002,0.00515,1.28853,CN1CCN(C)C1=O,"1,3-dimethylimidazolidin-2-one",83.94763,82.98618,85.30753,84.08045
204,0.10012,0.00104,1.98331,C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Na+],"sodium (2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate",98.47515,98.49594,98.51615,98.49575
205,0.10012,0.00099,2.00361,[Na+].[Na+].[Na+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,"sodium 2-hydroxypropane-1,2,3-tricarboxylate",97.79003,98.21716,97.5426,97.84993
206,0.10012,0.001,1.99854,CC1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],sodium 4-methylbenzenesulfonate,99.06002,98.83928,98.81015,98.90315
207,0.10012,0.00101,1.99481,CC(=O)[O-].[Na+],sodium acetate,99.02988,98.92798,98.91963,98.95916
208,0.10012,0.00102,1.99179,[Na+].F[P-](F)(F)(F)(F)F,sodium hexafluorophosphate(V),98.00423,97.51418,97.74721,97.75521
209,0.10012,0.00101,1.99431,C(F)(F)(F)S(=O)(=O)[O-].[Na+],sodium trifluoromethanesulfonate,98.66997,98.59219,98.47542,98.57919
210,0.10009,0.00208,1.68219,C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Na+],"sodium (2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate",98.14296,97.97739,97.75209,97.95748
211,0.10009,0.00199,1.70249,[Na+].[Na+].[Na+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,"sodium 2-hydroxypropane-1,2,3-tricarboxylate",98.4975,98.51246,98.51314,98.5077
212,0.10009,0.00201,1.69742,CC1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],sodium 4-methylbenzenesulfonate,98.94318,98.8447,98.82181,98.8699
213,0.10009,0.00203,1.69369,CC(=O)[O-].[Na+],sodium acetate,98.88594,98.85365,98.88793,98.87584
214,0.10009,0.00204,1.69068,[Na+].F[P-](F)(F)(F)(F)F,sodium hexafluorophosphate(V),97.0449,97.37156,97.07987,97.16544
215,0.10009,0.00203,1.69256,[Na+].[Na+].[O-][S]([O-])(=O)=O,sodium sulfate,98.64462,98.42346,98.55847,98.54218
216,0.10004,0.00416,1.38093,C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Na+],"sodium (2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate",98.06294,98.10837,98.50732,98.22621
217,0.10004,0.00397,1.40124,[Na+].[Na+].[Na+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,"sodium 2-hydroxypropane-1,2,3-tricarboxylate",95.72413,95.18993,94.73685,95.21697
218,0.10004,0.00416,1.38071,[Na+].[O-]C(=O)c1ccccc1,sodium benzoate,98.66322,97.56098,98.2807,98.1683
219,0.10004,0.00406,1.39193,C(F)(F)(F)S(=O)(=O)[O-].[Na+],sodium trifluoromethanesulfonate,98.34226,97.75991,98.04239,98.04819
220,0.10004,0.00406,1.3913,[Na+].[Na+].[O-][S]([O-])(=O)=O,sodium sulfate,98.45368,98.36493,98.39355,98.40405
221,0.1,0.0052,1.28385,C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Na+],"sodium (2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate",98.12909,98.42888,98.26773,98.27524
222,0.1,0.00496,1.30416,[Na+].[Na+].[Na+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,"sodium 2-hydroxypropane-1,2,3-tricarboxylate",98.65997,98.44014,98.39257,98.49756
223,0.1,0.0052,1.28363,[Na+].[O-]C(=O)c1ccccc1,sodium benzoate,97.41115,96.633,96.89162,96.97859
224,0.1,0.00507,1.29535,CC(=O)[O-].[Na+],sodium acetate,99.01205,98.8189,98.92543,98.91879
225,0.1,0.00507,1.29485,C(F)(F)(F)S(=O)(=O)[O-].[Na+],sodium trifluoromethanesulfonate,98.29123,98.17523,98.20173,98.22273
226,0.1,0.00508,1.29422,[Na+].[Na+].[O-][S]([O-])(=O)=O,sodium sulfate,98.5854,98.3721,98.50125,98.48625
227,0.10003,0.00101,1.99463,C1=CC=C2C(=C1)N=C3C=CC=CC3=N2,phenazine,89.43147,89.78609,91.04457,90.08738
228,0.10003,0.00101,1.99636,C1=CC=C2C(=C1)NC3=CC=CC=C3S2,10H-phenothiazine,90.48285,89.59556,90.0272,90.0352
229,0.10003,0.00103,1.9886,C1=C(C=C(C=C1O)O)O,"benzene-1,3,5-triol",93.94984,93.07986,94.63946,93.88972
230,0.10003,0.00203,1.6916,CCOP(OCC)OCC,triethyl phosphite,94.67845,94.12661,94.66298,94.48935
231,0.10003,0.00209,1.68018,C(#N)C1=C(C(=C(C(=C1F)F)C#N)F)F,"2,3,5,6-tetrafluoroterephthalonitrile",88.44647,88.03837,92.63399,89.70628
