#,Zn_mole (mmol),Additive_mole (%),LogMolarRatio,Additive_SMILES,IUPAC_NAME,CE_1 (%),CE_2 (%),CE_3 (%),CE_aver. (%)
232,0.10003,0.00203,1.6936,C1=CC=C2C(=C1)N=C3C=CC=CC3=N2,phenazine,88.54645,88.56412,88.65978,88.59012
233,0.10003,0.00202,1.69534,C1=CC=C2C(=C1)NC3=CC=CC=C3S2,10H-phenothiazine,90.45273,90.86458,90.61718,90.64483
234,0.10003,0.00205,1.68757,C1=C(C=C(C=C1O)O)O,"benzene-1,3,5-triol",89.75786,91.99952,93.8967,91.88469
235,0.10007,0.00407,1.39076,CCOP(OCC)OCC,triethyl phosphite,90.60665,91.1121,94.45845,92.05907
236,0.10007,0.00403,1.39536,S=C1C=CNC=C1,pyridine-4(1H)-thione,64.83967,67.08216,65.97605,65.96596
237,0.10007,0.00411,1.38673,C1=C(C=C(C=C1O)O)O,"benzene-1,3,5-triol",90.65506,87.23135,89.09304,88.99315
238,0.10002,0.00509,1.29361,CCOP(OCC)OCC,triethyl phosphite,94.03993,93.55759,94.54327,94.04693
239,0.10002,0.00503,1.29821,S=C1C=CNC=C1,pyridine-4(1H)-thione,66.12826,61.51055,66.26613,64.63498
240,0.10002,0.00506,1.29562,C1=CC=C2C(=C1)N=C3C=CC=CC3=N2,phenazine,57.20818,60.52012,56.87916,58.20249
241,0.10002,0.00513,1.28958,C1=C(C=C(C=C1O)O)O,"benzene-1,3,5-triol",94.14599,89.59746,91.88553,91.87632
242,0.10004,0.00101,1.99375,CC(=C)C(=O)OCCO,2-hydroxyethyl methacrylate,93.57507,92.6622,94.82154,93.68627
243,0.10004,0.00099,2.00561,C1COC(=O)N1,oxazolidin-2-one,90.74502,90.35673,90.8309,90.64422
244,0.10004,0.00102,1.98973,C1=CC2=NSN=C2C=C1,"benzo[c][1,2,5]thiadiazole",68.82987,68.23086,69.66292,68.90788
245,0.10004,0.00103,1.98847,C1(=C(C(=O)NC1=O)Cl)Cl,"3,4-dichloro-1H-pyrrole-2,5-dione",73.18087,72.26249,74.73062,73.39133
246,0.10004,0.00099,2.00422,C1=CN=CC=C1N=NC2=CC=NC=C2,"1,2-di(pyridin-4-yl)diazene",81.94483,81.76758,81.85721,81.85654
247,0.10001,0.002,1.69945,C1=CC=C2C(=O)C=CC(=O)C2=C1,"naphthalene-1,4-dione",86.36859,86.60607,86.46134,86.47867
248,0.10001,0.00203,1.69258,CC(=C)C(=O)OCCO,2-hydroxyethyl methacrylate,93.06843,92.24102,92.17328,92.49424
249,0.10001,0.00198,1.70444,C1COC(=O)N1,oxazolidin-2-one,89.70919,89.67764,89.67792,89.68825
250,0.10001,0.00205,1.68856,C1=CC2=NSN=C2C=C1,"benzo[c][1,2,5]thiadiazole",68.60276,67.84419,69.06402,68.50366
251,0.10003,0.004,1.39849,C1=CC=C2C(=O)C=CC(=O)C2=C1,"naphthalene-1,4-dione",81.716,84.39688,84.54917,83.55402
252,0.10003,0.00406,1.39162,CC(=C)C(=O)OCCO,2-hydroxyethyl methacrylate,91.30949,92.08553,90.38725,91.26075
253,0.10003,0.00395,1.40348,C1COC(=O)N1,oxazolidin-2-one,89.9707,91.19573,89.75125,90.30589
254,0.10003,0.0041,1.3876,C1=CC2=NSN=C2C=C1,"benzo[c][1,2,5]thiadiazole",65.19336,65.54195,65.35835,65.36455
255,0.10006,0.005,1.30171,C1=CC=C2C(=O)C=CC(=O)C2=C1,"naphthalene-1,4-dione",57.56036,58.65179,59.68299,58.63171
256,0.10006,0.00507,1.29484,CC(=C)C(=O)OCCO,2-hydroxyethyl methacrylate,90.14299,92.01694,91.06099,91.07364
257,0.10006,0.00494,1.3067,C1COC(=O)N1,oxazolidin-2-one,88.38786,86.21256,91.12238,88.57427
258,0.10006,0.00512,1.29082,C1=CC2=NSN=C2C=C1,"benzo[c][1,2,5]thiadiazole",63.41731,64.20011,63.7995,63.80564
259,0.10001,0.00098,2.00786,COC1=CC2=C(C=C1)NC(=O)C2=O,"5-methoxyindoline-2,3-dione",88.55859,89.61588,87.55201,88.57549
260,0.10001,0.00099,2.00585,COC1=CC2=C(C=C1)NC(=O)C2,5-methoxyindolin-2-one,93.65628,94.05181,93.21267,93.64025
261,0.10001,0.00101,1.994,C=CC(=O)ON1C(=O)CCC1=O,"2,5-dioxopyrrolidin-1-yl acrylate",92.30566,93.30363,91.28128,92.29686
262,0.10001,0.00101,1.99602,C1=CC=C2C(=C1)C(=O)C(=O)N2,"indoline-2,3-dione",81.52133,82.4326,81.47923,81.81106
263,0.10001,0.00199,1.70065,C1=CC2=C(C=C1F)C(=O)C(=O)N2,"5-fluoroindoline-2,3-dione",82.1401,81.14726,83.16265,82.15
264,0.10001,0.00198,1.70231,C1C2=C(C=CC(=C2)F)NC1=O,5-fluoroindolin-2-one,93.44424,93.74954,93.05189,93.41522
265,0.10001,0.00196,1.70683,COC1=CC2=C(C=C1)NC(=O)C2=O,"5-methoxyindoline-2,3-dione",88.58762,89.44354,87.75727,88.59614
266,0.10001,0.00197,1.70483,COC1=CC2=C(C=C1)NC(=O)C2,5-methoxyindolin-2-one,92.48454,92.65949,92.33677,92.4936
267,0.10001,0.00203,1.69297,C=CC(=O)ON1C(=O)CCC1=O,"2,5-dioxopyrrolidin-1-yl acrylate",89.71343,89.78106,89.64701,89.71383
268,0.1,0.00398,1.39957,C1=CC2=C(C=C1F)C(=O)C(=O)N2,"5-fluoroindoline-2,3-dione",79.02875,79.47221,78.59129,79.03075
269,0.1,0.00397,1.40122,C1C2=C(C=CC(=C2)F)NC1=O,5-fluoroindolin-2-one,93.59544,93.81946,93.55088,93.65526
270,0.1,0.00393,1.40575,COC1=CC2=C(C=C1)NC(=O)C2=O,"5-methoxyindoline-2,3-dione",89.89084,90.50515,89.33546,89.91048
271,0.1,0.00395,1.40375,COC1=CC2=C(C=C1)NC(=O)C2,5-methoxyindolin-2-one,92.88101,92.36022,93.69012,92.97712
272,0.1,0.00406,1.39189,C=CC(=O)ON1C(=O)CCC1=O,"2,5-dioxopyrrolidin-1-yl acrylate",85.60935,85.66798,82.67669,84.65134
273,0.09999,0.00498,1.30262,C1=CC2=C(C=C1F)C(=O)C(=O)N2,"5-fluoroindoline-2,3-dione",75.91256,74.66667,76.86154,75.81359
274,0.09999,0.00496,1.30427,C1C2=C(C=CC(=C2)F)NC1=O,5-fluoroindolin-2-one,95.12521,95.83687,94.44268,95.13492
275,0.09999,0.00507,1.29494,C=CC(=O)ON1C(=O)CCC1=O,"2,5-dioxopyrrolidin-1-yl acrylate",77.53885,77.48494,77.29306,77.43895
276,0.09999,0.00505,1.29696,C1=CC=C2C(=C1)C(=O)C(=O)N2,"indoline-2,3-dione",51.31567,56.24082,55.14654,54.23434
277,0.09999,0.00102,1.99121,CC1=CC[C@@H](CC1)C(C)(C)O,(R)-2-(4-methylcyclohex-3-en-1-yl)propan-2-ol,59.44033,56.96762,61.22088,59.20961
278,0.09999,0.00102,1.99308,CCCCN1C=C[N+](=C1)C.CC(=O)[O-],1-butyl-3-methyl-1H-imidazol-3-ium acetate,92.00543,98.41118,94.51658,94.97773
279,0.09999,0.00104,1.98342,CCN1C=C[N+](=C1)C.CC(=O)[O-],1-ethyl-3-methyl-1H-imidazol-3-ium acetate,93.61663,92.36196,94.73472,93.5711
280,0.10003,0.00204,1.69078,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-butyl-3-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,88.43472,90.91369,87.79074,89.04638
281,0.10003,0.00208,1.68255,CCN1C=C[N+](=C1)C.CC(=O)[O-],1-ethyl-3-methyl-1H-imidazol-3-ium acetate,94.10954,94.54037,93.68663,94.11218
282,0.10003,0.00408,1.38931,CC1=CC[C@@H](CC1)C(C)(C)O,(R)-2-(4-methylcyclohex-3-en-1-yl)propan-2-ol,90.18717,91.27861,90.72415,90.72998
283,0.10003,0.00401,1.39674,C1=CC2=NON=C2C=C1,"benzo[c][1,2,5]oxadiazole",46.47875,45.14668,43.51372,45.04638
284,0.10003,0.00406,1.39117,CCCCN1C=C[N+](=C1)C.CC(=O)[O-],1-butyl-3-methyl-1H-imidazol-3-ium acetate,74.19204,73.49161,74.58677,74.09014
285,0.10003,0.00419,1.37779,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-ethyl-3-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,91.59706,92.39503,90.83269,91.60826
286,0.10003,0.00416,1.38152,CCN1C=C[N+](=C1)C.CC(=O)[O-],1-ethyl-3-methyl-1H-imidazol-3-ium acetate,92.48967,92.2105,92.50213,92.40077
287,0.10007,0.0051,1.29259,CC1=CC[C@@H](CC1)C(C)(C)O,(R)-2-(4-methylcyclohex-3-en-1-yl)propan-2-ol,68.73631,68.5356,68.21766,68.49652
288,0.10007,0.00502,1.30002,C1=CC2=NON=C2C=C1,"benzo[c][1,2,5]oxadiazole",39.44741,40.18879,40.6381,40.09143
289,0.10007,0.00524,1.28107,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-ethyl-3-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,88.76148,89.12969,90.08711,89.32609
290,0.10001,0.001,2.00055,C1=CN=CC=C1N,pyridin-4-amine,97.18384,97.11,97.37618,97.22334
291,0.10001,0.00102,1.99142,C1N2CN3CN1CN(C2)C3,"1,3,5,7-tetraazaadamantane",98.3488,98.12427,98.20803,98.22703
292,0.10001,0.00101,1.99448,C=CC(=O)NCNC(=O)C=C,"N,N'-methylenediacrylamide",95.85039,96.95639,96.40012,96.4023
293,0.10001,0.00105,1.98078,CN(C)CCO,2-(dimethylamino)ethan-1-ol,94.066,91.45436,92.63793,92.71943
294,0.10006,0.002,1.69974,C1=CN=CC=C1N,pyridin-4-amine,98.48106,98.93192,98.18921,98.53406
295,0.10006,0.002,1.69989,C1CN2CCN1CC2,"1,4-diazabicyclo[2.2.2]octane",97.64852,97.72251,97.50002,97.62368
296,0.10006,0.00204,1.69062,C1N2CN3CN1CN(C2)C3,"1,3,5,7-tetraazaadamantane",97.96309,98.00895,97.96877,97.98027
297,0.10006,0.00203,1.69368,C=CC(=O)NCNC(=O)C=C,"N,N'-methylenediacrylamide",96.84535,97.53537,97.62779,97.33617
298,0.10006,0.00209,1.67998,CN(C)CCO,2-(dimethylamino)ethan-1-ol,95.20005,95.87275,96.41675,95.82985
299,0.10006,0.00203,1.69345,C([C@@H](C(=O)O)N)O,L-serine,98.84095,98.49298,98.1777,98.50388
300,0.10006,0.00201,1.69707,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-],N-(7-(dimethylamino)-3H-phenothiazin-3-ylidene)-N-methylmethanaminium chloride,61.23856,63.42001,62.31967,62.32608
301,0.10004,0.004,1.39863,C1=CN=CC=C1N,pyridin-4-amine,99.4938,97.25158,98.52332,98.4229
302,0.10004,0.00399,1.39878,C1CN2CCN1CC2,"1,4-diazabicyclo[2.2.2]octane",97.37486,96.7592,97.05923,97.06443
303,0.10004,0.00408,1.38951,C1N2CN3CN1CN(C2)C3,"1,3,5,7-tetraazaadamantane",97.383,96.6217,96.97745,96.99405
304,0.10004,0.00405,1.39257,C=CC(=O)NCNC(=O)C=C,"N,N'-methylenediacrylamide",94.74531,94.64875,94.68144,94.69183
305,0.10004,0.00418,1.37887,CN(C)CCO,2-(dimethylamino)ethan-1-ol,96.14408,95.92876,96.03012,96.03432
306,0.10004,0.00419,1.37829,C([C@H](C(=O)O)N)O,D-serine,98.31102,97.48941,97.9475,97.91598
307,0.10004,0.00405,1.39234,C([C@@H](C(=O)O)N)O,L-serine,98.34142,97.70791,98.00276,98.01736
308,0.10006,0.00499,1.30179,C1=CN=CC=C1N,pyridin-4-amine,97.35219,97.45597,97.2391,97.34908
309,0.10006,0.00499,1.30194,C1CN2CCN1CC2,"1,4-diazabicyclo[2.2.2]octane",95.77025,94.9621,95.35756,95.3633
310,0.10006,0.00506,1.29573,C=CC(=O)NCNC(=O)C=C,"N,N'-methylenediacrylamide",92.95105,92.48239,93.39302,92.94215
311,0.10006,0.00523,1.28203,CN(C)CCO,2-(dimethylamino)ethan-1-ol,97.1099,96.81119,97.69413,97.20507
312,0.10006,0.00523,1.28145,C([C@H](C(=O)O)N)O,D-serine,98.15221,98.15687,98.48624,98.26511
313,0.10006,0.00507,1.2955,C([C@@H](C(=O)O)N)O,L-serine,98.58558,98.25822,98.93364,98.59248
314,0.10001,0.00102,1.99137,CCC#N,propiononitrile,91.76653,92.67917,93.59175,92.67915
315,0.10001,0.00101,1.99513,C1=CC=NC=C1,pyridine,97.92795,97.81499,98.04421,97.92905
316,0.10001,0.00102,1.99102,CCCCCO,pentan-1-ol,91.82707,92.93613,90.71891,91.82737
317,0.10001,0.00101,1.99643,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",97.95113,97.8711,98.03175,97.95132
318,0.10001,0.00102,1.99149,CCCCC#N,pentanenitrile,93.35932,92.66471,92.8365,92.95351
319,0.10001,0.00101,1.99511,C(=O)N,formamide,92.9404,93.26276,92.65704,92.9534
320,0.10001,0.00101,1.9941,CC(=C)C(=O)OC,methyl methacrylate,92.86697,94.84247,93.83676,93.84873
321,0.09999,0.00204,1.69028,CCC#N,propiononitrile,93.01407,93.84585,92.2156,93.02517
322,0.09999,0.00202,1.69403,C1=CC=NC=C1,pyridine,96.29837,95.88414,96.74559,96.30937
323,0.09999,0.00204,1.68993,CCCCCO,pentan-1-ol,92.34604,92.53473,92.16244,92.34774
324,0.09999,0.00202,1.69533,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",97.33779,97.35445,97.33332,97.34185
325,0.09999,0.00204,1.6904,CCCCC#N,pentanenitrile,92.27538,92.16182,92.38762,92.27494
326,0.09999,0.00202,1.69401,C(=O)N,formamide,92.54181,92.60289,92.48727,92.54399
327,0.09999,0.00205,1.68913,C(=O)(N)N,urea,93.04006,93.63376,92.13274,92.93552
328,0.09999,0.00203,1.693,CC(=C)C(=O)OC,methyl methacrylate,92.34613,92.88079,91.75657,92.32783
329,0.10006,0.00408,1.38952,CCC#N,propiononitrile,93.04839,93.62718,92.349,93.00819
330,0.10006,0.00408,1.38917,CCCCCO,pentan-1-ol,93.53402,94.3501,94.08829,93.9908
331,0.10006,0.00403,1.39458,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",97.27288,97.59196,97.38892,97.41792
332,0.10006,0.00405,1.39326,C(=O)N,formamide,93.68243,92.37153,92.99803,93.01733
333,0.10006,0.00409,1.38838,C(=O)(N)N,urea,95.61221,94.3171,94.36849,94.76593
334,0.10004,0.00506,1.29631,C1=CC=NC=C1,pyridine,96.57352,96.16788,96.68276,96.47472
335,0.10004,0.0051,1.2922,CCCCCO,pentan-1-ol,95.02571,93.89757,95.81164,94.91164
336,0.10004,0.00504,1.29761,COCCOCCOCCOCCOC,"2,5,8,11,14-pentaoxapentadecane",96.97699,97.09668,97.02122,97.03163
337,0.10004,0.0051,1.29267,CCCCC#N,pentanenitrile,94.19566,92.92955,93.53266,93.55262
338,0.10001,0.00101,1.99766,C(CCl)O,2-chloroethan-1-ol,95.90732,92.92725,94.29727,94.37728
339,0.10001,0.00104,1.98362,C1COC(=O)N1,oxazolidin-2-one,94.62177,93.67156,94.08652,94.12662
340,0.10001,0.001,1.99953,C1=CC(=CC=C1C=O)O,4-hydroxybenzaldehyde,83.19032,82.35216,82.47141,82.6713
341,0.10001,0.00102,1.99001,CC(C)CC(=O)C,4-methylpentan-2-one,94.36183,95.16086,94.92335,94.81535
342,0.10001,0.00103,1.98907,CCN(CC)C(=O)C=C,"N,N-diethylacrylamide",95.04402,95.88082,95.4879,95.47091
343,0.10001,0.00101,1.99723,C(CP(CCC(=O)O)CCC(=O)O)C(=O)O,"3,3',3''-phosphanetriyltripropionic acid",94.13769,94.7891,94.48864,94.47181
344,0.10001,0.00101,1.99458,CC(=C)C(=O)OCCO,2-hydroxyethyl methacrylate,88.57107,89.65419,88.61271,88.94599
345,0.09999,0.00201,1.69657,C(CCl)O,2-chloroethan-1-ol,97.41135,93.9864,95.90218,95.76664
346,0.09999,0.00208,1.68253,C1COC(=O)N1,oxazolidin-2-one,94.62455,97.90205,96.39935,96.30865
347,0.09999,0.002,1.69843,C1=CC(=CC=C1C=O)O,4-hydroxybenzaldehyde,73.40734,73.50191,73.46986,73.4597
348,0.09999,0.00205,1.68797,CCN(CC)C(=O)C=C,"N,N-diethylacrylamide",98.20779,97.03504,97.65217,97.63167
349,0.09999,0.00201,1.69614,C(CP(CCC(=O)O)CCC(=O)O)C(=O)O,"3,3',3''-phosphanetriyltripropionic acid",91.90707,92.51241,91.15793,91.85914
350,0.09999,0.00203,1.69348,CC(=C)C(=O)OCCO,2-hydroxyethyl methacrylate,88.10531,89.01985,87.12087,88.08201
351,0.09999,0.00203,1.69189,C1=CC=C(C=C1)O,phenol,95.47909,94.3034,94.96355,94.91535
352,0.10004,0.00415,1.38171,C1COC(=O)N1,oxazolidin-2-one,94.26522,94.12466,94.20967,94.19985
353,0.10004,0.00409,1.3881,CC(C)CC(=O)C,4-methylpentan-2-one,96.01727,95.72117,96.34457,96.02767
354,0.10004,0.0041,1.38715,CCN(CC)C(=O)C=C,"N,N-diethylacrylamide",96.01985,95.75909,96.31661,96.03185
355,0.10004,0.00403,1.39532,C(CP(CCC(=O)O)CCC(=O)O)C(=O)O,"3,3',3''-phosphanetriyltripropionic acid",87.67552,87.34031,87.086,87.36728
356,0.10004,0.00405,1.39266,CC(=C)C(=O)OCCO,2-hydroxyethyl methacrylate,88.87282,88.15897,86.456,87.82926
357,0.10004,0.00407,1.39107,C1=CC=C(C=C1)O,phenol,93.96013,95.01046,92.8789,93.94983
358,0.10007,0.00503,1.29896,C(CCl)O,2-chloroethan-1-ol,94.81687,94.55615,92.79872,94.05724
359,0.10007,0.00519,1.28493,C1COC(=O)N1,oxazolidin-2-one,94.73588,94.75449,94.77625,94.75554
360,0.10007,0.00503,1.29854,C(CP(CCC(=O)O)CCC(=O)O)C(=O)O,"3,3',3''-phosphanetriyltripropionic acid",85.83907,83.20166,85.44698,84.82924
361,0.10007,0.00506,1.29588,CC(=C)C(=O)OCCO,2-hydroxyethyl methacrylate,92.0962,91.10227,90.10866,91.10238
362,0.10003,0.00101,1.99768,CO,methanol,91.96804,95.32926,93.91312,93.73681
363,0.10003,0.001,1.99986,CCO,ethanol,92.14979,93.12095,92.47216,92.58097
364,0.10003,0.00102,1.99097,CC(C)O,propan-2-ol,91.9915,93.15343,92.87547,92.67347
365,0.10003,0.00102,1.99052,CN(C)C=O,"N,N-dimethylformamide",92.51926,94.99171,93.78474,93.76524
366,0.10003,0.001,1.99896,CC(=O)C,propan-2-one,92.67402,93.20076,93.61347,93.16275
367,0.10003,0.00102,1.99221,CN1CCCC1=O,1-methylpyrrolidin-2-one,97.71856,94.35125,94.82807,95.63263
368,0.10003,0.00102,1.99134,CN1CCOCC1,4-methylmorpholine,98.34595,98.22662,98.28957,98.28738
369,0.10003,0.00102,1.99183,C1COC(=O)O1,"1,3-dioxolan-2-one",91.72726,92.39846,91.77029,91.96534
370,0.09999,0.00201,1.69651,CO,methanol,92.12046,92.24983,92.19163,92.1873
371,0.09999,0.002,1.69869,CCO,ethanol,92.34872,93.10376,92.74912,92.73386
372,0.09999,0.00204,1.6898,CC(C)O,propan-2-ol,94.22515,94.30203,93.57413,94.03377
373,0.09999,0.00204,1.68935,CN(C)C=O,"N,N-dimethylformamide",92.94159,94.43703,94.12004,93.83289
374,0.09999,0.00201,1.69779,CC(=O)C,propan-2-one,93.97227,94.19427,93.85293,94.00649
375,0.09999,0.00204,1.69017,CN1CCOCC1,4-methylmorpholine,98.34987,98.14391,98.25677,98.25018
376,0.09999,0.00204,1.69066,C1COC(=O)O1,"1,3-dioxolan-2-one",91.58114,92.13777,92.74385,92.15425
377,0.10004,0.00402,1.39569,CO,methanol,92.14462,92.78204,92.05684,92.32784
378,0.10004,0.004,1.39787,CCO,ethanol,92.71534,92.76987,92.53906,92.67476
379,0.10004,0.00409,1.38898,CC(C)O,propan-2-ol,93.36293,93.38602,93.28584,93.34493
380,0.10004,0.00409,1.38853,CN(C)C=O,"N,N-dimethylformamide",93.76622,94.31372,94.12385,94.06793
381,0.10004,0.00401,1.39697,CC(=O)C,propan-2-one,92.96929,95.15729,93.91167,94.01275
382,0.10004,0.00408,1.38935,CN1CCOCC1,4-methylmorpholine,97.75201,97.81976,97.74395,97.77191
383,0.10004,0.00408,1.38984,C1COC(=O)O1,"1,3-dioxolan-2-one",91.5176,91.85653,91.83694,91.73702
384,0.10006,0.00503,1.29885,CO,methanol,91.94206,92.9881,92.34491,92.42502
385,0.10006,0.005,1.30102,CCO,ethanol,92.68936,94.31778,93.52712,93.51142
386,0.10006,0.00511,1.29214,CC(C)O,propan-2-ol,94.20351,93.75883,94.60138,94.18791
387,0.10006,0.00511,1.29169,CN(C)C=O,"N,N-dimethylformamide",94.56244,95.22524,93.92994,94.57254
388,0.10006,0.00501,1.30012,CC(=O)C,propan-2-one,92.92064,93.9332,93.40118,93.41834
389,0.10006,0.00509,1.29337,CN1CCCC1=O,1-methylpyrrolidin-2-one,96.07269,96.59736,96.70828,96.45944
390,0.10006,0.0051,1.29251,CN1CCOCC1,4-methylmorpholine,97.91214,97.86008,97.91311,97.89511
391,0.10006,0.0051,1.293,C1COC(=O)O1,"1,3-dioxolan-2-one",91.64139,93.47656,92.55913,92.55903
392,0.10006,0.00103,1.98549,C1=CSC=N1,thiazole,91.36484,91.56008,93.28147,92.0688
393,0.10006,0.00102,1.99116,C1=CNN=C1,1H-pyrazole,93.31699,93.27681,93.36905,93.32095
394,0.10006,0.00103,1.98886,C1=NNN=C1,"2H-1,2,3-triazole",94.30326,94.16705,94.42135,94.29722
395,0.10006,0.00101,1.99761,CN1C=NC=N1,"1-methyl-1H-1,2,4-triazole",92.72449,92.66342,92.79441,92.72744
396,0.10006,0.001,1.99836,C1=C(OC(=C1)C=O)CO,5-(hydroxymethyl)furan-2-carbaldehyde,84.75577,85.03521,84.69821,84.82973
397,0.10006,0.00103,1.98886,C1=CN=CN=C1,pyrimidine,68.22183,71.37817,69.79199,69.79733
398,0.10006,0.00103,1.987,C1=C(OC(=C1)CO)CO,"furan-2,5-diyldimethanol",92.72751,92.5962,92.89658,92.7401
399,0.10006,0.00207,1.68446,C1=CSC=N1,thiazole,90.89313,90.5653,91.22479,90.89441
400,0.10006,0.00204,1.69012,C1=CNN=C1,1H-pyrazole,94.5298,94.37311,94.68066,94.52786
401,0.10006,0.00207,1.68422,C1=NC=NN1,"1H-1,2,4-triazole",77.07248,76.72711,78.20973,77.33644
402,0.10006,0.00201,1.69658,CN1C=NC=N1,"1-methyl-1H-1,2,4-triazole",93.28321,93.39734,93.18523,93.28859
403,0.10006,0.00201,1.69732,C1=C(OC(=C1)C=O)CO,5-(hydroxymethyl)furan-2-carbaldehyde,79.81505,79.04647,80.51061,79.79071
404,0.10006,0.00205,1.68783,C1=CN=CN=C1,pyrimidine,59.18881,61.94241,62.39128,61.17417
405,0.10006,0.00206,1.68597,C1=C(OC(=C1)CO)CO,"furan-2,5-diyldimethanol",92.16741,92.25133,92.19436,92.20437
406,0.10001,0.00414,1.38322,C1=CSC=N1,thiazole,92.625,92.79223,92.19965,92.53896
407,0.10001,0.00408,1.38888,C1=CNN=C1,1H-pyrazole,95.60234,95.3215,95.88917,95.60433
408,0.10001,0.00402,1.39534,CN1C=NC=N1,"1-methyl-1H-1,2,4-triazole",91.8138,93.20137,93.58975,92.86831
409,0.10001,0.00402,1.39608,C1=C(OC(=C1)C=O)CO,5-(hydroxymethyl)furan-2-carbaldehyde,64.17852,62.93021,65.10986,64.07286
410,0.10001,0.00411,1.38659,C1=CN=CN=C1,pyrimidine,54.56739,54.5342,55.97756,55.02638
411,0.10001,0.00412,1.38473,C1=C(OC(=C1)CO)CO,"furan-2,5-diyldimethanol",92.8905,91.99273,93.19902,92.69408
412,0.1,0.00517,1.28626,C1=CSC=N1,thiazole,92.27114,92.30914,92.245,92.27509
413,0.1,0.00511,1.29193,C1=CNN=C1,1H-pyrazole,95.51186,94.56479,97.07101,95.71589
414,0.1,0.00513,1.28963,C1=NNN=C1,"2H-1,2,3-triazole",68.63585,72.68534,70.59157,70.63759
415,0.1,0.00518,1.28603,C1=NC=NN1,"1H-1,2,4-triazole",54.80497,53.44456,56.17725,54.80892
416,0.1,0.00503,1.29838,CN1C=NC=N1,"1-methyl-1H-1,2,4-triazole",91.92958,92.51142,93.41562,92.61887
417,0.1,0.00502,1.29913,C1=C(OC(=C1)C=O)CO,5-(hydroxymethyl)furan-2-carbaldehyde,53.98807,56.06991,57.80739,55.95512
418,0.1,0.00513,1.28963,C1=CN=CN=C1,pyrimidine,52.20144,54.0322,53.69442,53.30935
419,0.1,0.00516,1.28777,C1=C(OC(=C1)CO)CO,"furan-2,5-diyldimethanol",93.28512,93.10586,93.50943,93.30013
420,0.10004,0.001,1.99881,O1CCOCC1,"1,4-dioxane",92.57442,91.66129,93.55386,92.59652
421,0.10004,0.00103,1.98616,OCCN(CCO)CCO,"2,2',2''-nitrilotris(ethan-1-ol)",99.03408,99.09061,99.05269,99.05913
422,0.10004,0.00102,1.99091,OCCNCCO,"2,2'-azanediylbis(ethan-1-ol)",93.45065,93.74703,93.16589,93.45452
423,0.10004,0.00102,1.99246,COCCOCCO,2-(2-methoxyethoxy)ethan-1-ol,92.34436,94.37254,93.57476,93.43056
424,0.10004,0.00103,1.98596,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",95.07985,96.01849,95.59274,95.5637
425,0.10004,0.00102,1.99259,C(C(F)F)O,"2,2-difluoroethan-1-ol",92.78519,92.71997,92.8421,92.78242
426,0.10004,0.00102,1.99363,C1COS(=O)(=O)C1,"1,2-oxathiolane 2,2-dioxide",95.12853,95.34568,95.69219,95.3888
427,0.10004,0.00201,1.69778,O1CCOCC1,"1,4-dioxane",92.26459,91.62075,93.50535,92.46356
428,0.10004,0.00207,1.68513,OCCN(CCO)CCO,"2,2',2''-nitrilotris(ethan-1-ol)",98.93701,98.98888,98.96144,98.96245
429,0.10004,0.00204,1.68988,OCCNCCO,"2,2'-azanediylbis(ethan-1-ol)",93.8332,93.28509,93.79333,93.63721
430,0.10004,0.00204,1.69143,COCCOCCO,2-(2-methoxyethoxy)ethan-1-ol,94.46945,95.23744,93.73976,94.48222
431,0.10004,0.002,1.69829,COCCOCCOC,1-methoxy-2-(2-methoxyethoxy)ethane,92.8804,93.55338,94.0724,93.50206
432,0.10004,0.00207,1.68493,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",97.51957,97.71941,97.33153,97.5235
433,0.10004,0.00204,1.69156,C(C(F)F)O,"2,2-difluoroethan-1-ol",92.76785,92.62776,92.05558,92.48373
434,0.10004,0.00203,1.6926,C1COS(=O)(=O)C1,"1,2-oxathiolane 2,2-dioxide",91.56567,92.28484,92.55207,92.13419
435,0.10006,0.00401,1.39681,O1CCOCC1,"1,4-dioxane",92.39747,91.55747,93.8453,92.60008
436,0.10006,0.00413,1.38415,OCCN(CCO)CCO,"2,2',2''-nitrilotris(ethan-1-ol)",98.85108,98.92063,99.01934,98.93035
437,0.10006,0.00409,1.38891,OCCNCCO,"2,2'-azanediylbis(ethan-1-ol)",95.54335,95.78474,95.29286,95.54032
